State,Date,HomeValue
NE,2010.00,140082.00
NE,2010.25,140197.00
NE,2010.50,140163.00
NE,2010.75,139997.00
NE,2011.00,139864.00
NE,2011.25,140007.00
NE,2011.50,140497.00
NE,2011.75,141371.00
NE,2012.00,142596.00
NE,2012.25,144148.00
NE,2012.50,145937.00
NE,2012.75,147892.00
NE,2013.00,149988.00
NE,2013.25,152103.00
NE,2013.50,154131.00
NE,2013.75,156138.00
NE,2014.00,158190.00
NE,2014.25,160293.00
NE,2014.50,162511.00
NE,2014.75,164892.00
NE,2015.00,167362.00
NE,2015.25,169853.00
NE,2015.50,172293.00
NE,2015.75,174563.00
NE,2016.00,176657.00
NE,2016.25,178669.00
NV,1975.25,37128.00
NV,1975.50,38560.00
NV,1975.75,40010.00
NV,1976.00,41416.00
NV,1976.25,42711.00
NV,1976.50,43942.00
NV,1976.75,45279.00
NV,1977.00,46842.00
NV,1977.25,48677.00
NV,1977.50,50842.00
NV,1977.75,53351.00
NV,1978.00,56138.00
NV,1978.25,59103.00
NV,1978.50,62227.00
NV,1978.75,65377.00
NV,1979.00,68412.00
NV,1979.25,71239.00
NV,1979.50,73697.00
NV,1979.75,75680.00
NV,1980.00,77263.00
NV,1980.25,78709.00
NV,1980.50,80234.00
NV,1980.75,81956.00
NV,1981.00,83918.00
NV,1981.25,86075.00
NV,1981.50,88254.00
NV,1981.75,90082.00
NV,1982.00,91539.00
NV,1982.25,92862.00
NV,1982.50,93873.00
NV,1982.75,94513.00
NV,1983.00,94771.00
NV,1983.25,94640.00
NV,1983.50,94298.00
NV,1983.75,93919.00
NV,1984.00,93539.00
NV,1984.25,93303.00
NV,1984.50,93133.00
NV,1984.75,93108.00
NV,1985.00,93410.00
NV,1985.25,93939.00
NV,1985.50,94680.00
NV,1985.75,95620.00
NV,1986.00,96713.00
NV,1986.25,97924.00
NV,1986.50,99117.00
NV,1986.75,100131.00
NV,1987.00,100933.00
NV,1987.25,101541.00
NV,1987.50,101938.00
NV,1987.75,102242.00
NV,1988.00,102614.00
NV,1988.25,103195.00
NV,1988.50,104024.00
NV,1988.75,105097.00
NV,1989.00,106386.00
NV,1989.25,107916.00
NV,1989.50,109719.00
NV,1989.75,111765.00
NV,1990.00,113966.00
NV,1990.25,116252.00
NV,1990.50,118542.00
NV,1990.75,120915.00
NV,1991.00,123102.00
NV,1991.25,125038.00
NV,1991.50,126675.00
NV,1991.75,128098.00
NV,1992.00,129400.00
NV,1992.25,130587.00
NV,1992.50,131673.00
NV,1992.75,132804.00
NV,1993.00,133957.00
NV,1993.25,135141.00
NV,1993.50,136403.00
NV,1993.75,137762.00
NV,1994.00,139248.00
NV,1994.25,140842.00
NV,1994.50,142482.00
NV,1994.75,144143.00
NV,1995.00,145801.00
NV,1995.25,147453.00
NV,1995.50,149075.00
NV,1995.75,150584.00
NV,1996.00,151974.00
NV,1996.25,153267.00
NV,1996.50,154487.00
NV,1996.75,155662.00
NV,1997.00,156821.00
NV,1997.25,157962.00
NV,1997.50,159046.00
NV,1997.75,160064.00
NV,1998.00,161010.00
NV,1998.25,161994.00
NV,1998.50,163171.00
NV,1998.75,164518.00
NV,1999.00,166008.00
NV,1999.25,167590.00
NV,1999.50,169263.00
NV,1999.75,171083.00
NV,2000.00,173041.00
NV,2000.25,175158.00
NV,2000.50,177506.00
NV,2000.75,180144.00
NV,2001.00,183176.00
NV,2001.25,186555.00
NV,2001.50,190144.00
NV,2001.75,193854.00
NV,2002.00,197695.00
NV,2002.25,201732.00
NV,2002.50,206141.00
NV,2002.75,211248.00
NV,2003.00,217419.00
NV,2003.25,225164.00
NV,2003.50,235117.00
NV,2003.75,247896.00
NV,2004.00,263722.00
NV,2004.25,282257.00
NV,2004.50,302639.00
NV,2004.75,323485.00
NV,2005.00,343633.00
NV,2005.25,362406.00
NV,2005.50,379189.00
NV,2005.75,393240.00
NV,2006.00,404228.00
NV,2006.25,411542.00
NV,2006.50,414997.00
NV,2006.75,414946.00
NV,2007.00,411573.00
NV,2007.25,404668.00
NV,2007.50,393701.00
NV,2007.75,378241.00
NV,2008.00,358531.00
NV,2008.25,335502.00
NV,2008.50,310692.00
NV,2008.75,286085.00
NV,2009.00,263460.00
NV,2009.25,244580.00
NV,2009.50,229949.00
NV,2009.75,219403.00
NV,2010.00,212291.00
NV,2010.25,207351.00
NV,2010.50,203357.00
NV,2010.75,199393.00
NV,2011.00,195137.00
NV,2011.25,190857.00
NV,2011.50,187361.00
NV,2011.75,185579.00
NV,2012.00,186234.00
NV,2012.25,189830.00
NV,2012.50,196390.00
NV,2012.75,205369.00
NV,2013.00,216125.00
NV,2013.25,228069.00
NV,2013.50,240445.00
NV,2013.75,252434.00
NV,2014.00,263449.00
NV,2014.25,273331.00
NV,2014.50,282350.00
NV,2014.75,291044.00
NV,2015.00,299780.00
NV,2015.25,308734.00
NV,2015.50,317765.00
NV,2015.75,326742.00
NV,2016.00,335582.00
NV,2016.25,344256.00
NH,1975.25,25871.00
NH,1975.50,26527.00
NH,1975.75,26932.00
NH,1976.00,27247.00
NH,1976.25,27633.00
NH,1976.50,28115.00
NH,1976.75,28859.00
NH,1977.00,29720.00
NH,1977.25,30688.00
NH,1977.50,31872.00
NH,1977.75,33225.00
NH,1978.00,34747.00
NH,1978.25,36435.00
NH,1978.50,38339.00
NH,1978.75,40446.00
NH,1979.00,42599.00
NH,1979.25,44695.00
NH,1979.50,46601.00
NH,1979.75,48186.00
NH,1980.00,49405.00
NH,1980.25,50349.00
NH,1980.50,51141.00
NH,1980.75,51846.00
NH,1981.00,52451.00
NH,1981.25,53087.00
NH,1981.50,53842.00
NH,1981.75,54704.00
NH,1982.00,55639.00
NH,1982.25,56482.00
NH,1982.50,57360.00
NH,1982.75,58468.00
NH,1983.00,59744.00
NH,1983.25,61296.00
NH,1983.50,63163.00
NH,1983.75,65321.00
NH,1984.00,67773.00
NH,1984.25,70577.00
NH,1984.50,73751.00
NH,1984.75,77310.00
NH,1985.00,81299.00
NH,1985.25,85825.00
NH,1985.50,90954.00
NH,1985.75,96579.00
NH,1986.00,102588.00
NH,1986.25,108823.00
NH,1986.50,115150.00
NH,1986.75,121417.00
NH,1987.00,127414.00
NH,1987.25,132877.00
NH,1987.50,137661.00
NH,1987.75,141617.00
NH,1988.00,144791.00
NH,1988.25,147277.00
NH,1988.50,149252.00
NH,1988.75,150808.00
NH,1989.00,152043.00
NH,1989.25,152997.00
NH,1989.50,153621.00
NH,1989.75,153834.00
NH,1990.00,153337.00
NH,1990.25,151967.00
NH,1990.50,149869.00
NH,1990.75,145745.00
NH,1991.00,141740.00
NH,1991.25,138147.00
NH,1991.50,135035.00
NH,1991.75,132374.00
NH,1992.00,130111.00
NH,1992.25,128191.00
NH,1992.50,126502.00
NH,1992.75,125045.00
NH,1993.00,123851.00
NH,1993.25,122904.00
NH,1993.50,122255.00
NH,1993.75,121835.00
NH,1994.00,121561.00
NH,1994.25,121330.00
NH,1994.50,121026.00
NH,1994.75,120723.00
NH,1995.00,120481.00
NH,1995.25,120341.00
NH,1995.50,120392.00
NH,1995.75,120550.00
NH,1996.00,120772.00
NH,1996.25,121085.00
NH,1996.50,121515.00
NH,1996.75,122075.00
NH,1997.00,122732.00
NH,1997.25,123580.00
NH,1997.50,124620.00
NH,1997.75,125868.00
NH,1998.00,127375.00
NH,1998.25,129141.00
NH,1998.50,131171.00
NH,1998.75,133448.00
NH,1999.00,135959.00
NH,1999.25,138744.00
NH,1999.50,141830.00
NH,1999.75,145209.00
NH,2000.00,148986.00
NH,2000.25,153184.00
NH,2000.50,157718.00
NH,2000.75,162510.00
NH,2001.00,167445.00
NH,2001.25,172326.00
NH,2001.50,177135.00
NH,2001.75,181867.00
NH,2002.00,186540.00
NH,2002.25,191280.00
NH,2002.50,196160.00
NH,2002.75,201064.00
NH,2003.00,205793.00
NH,2003.25,210359.00
NH,2003.50,214819.00
NH,2003.75,219252.00
NH,2004.00,223712.00
NH,2004.25,228130.00
NH,2004.50,232462.00
NH,2004.75,236691.00
NH,2005.00,240726.00
NH,2005.25,244258.00
NH,2005.50,247012.00
NH,2005.75,248784.00
NH,2006.00,249383.00
NH,2006.25,248832.00
NH,2006.50,247351.00
NH,2006.75,245167.00
NH,2007.00,242522.00
NH,2007.25,239571.00
NH,2007.50,236095.00
NH,2007.75,231971.00
NH,2008.00,227314.00
NH,2008.25,222389.00
NH,2008.50,217449.00
NH,2008.75,212812.00
NH,2009.00,208740.00
NH,2009.25,205309.00
NH,2009.50,202141.00
NH,2009.75,199201.00
NH,2010.00,196560.00
NH,2010.25,194053.00
NH,2010.50,191720.00
NH,2010.75,189414.00
NH,2011.00,186938.00
NH,2011.25,184473.00
NH,2011.50,182367.00
NH,2011.75,180696.00
NH,2012.00,179387.00
NH,2012.25,178377.00
NH,2012.50,177847.00
NH,2012.75,177811.00
NH,2013.00,178290.00
NH,2013.25,179171.00
NH,2013.50,180231.00
NH,2013.75,181272.00
NH,2014.00,182283.00
NH,2014.25,183323.00
NH,2014.50,184351.00
NH,2014.75,185420.00
NH,2015.00,186570.00
NH,2015.25,187791.00
NH,2015.50,189006.00
NH,2015.75,190263.00
NH,2016.00,191444.00
NH,2016.25,192564.00
NJ,1975.25,39840.00
NJ,1975.50,39866.00
NJ,1975.75,40033.00
NJ,1976.00,40361.00
NJ,1976.25,40766.00
NJ,1976.50,41229.00
NJ,1976.75,41712.00
NJ,1977.00,42212.00
NJ,1977.25,42890.00
NJ,1977.50,43773.00
NJ,1977.75,44897.00
NJ,1978.00,46279.00
NJ,1978.25,47910.00
NJ,1978.50,49819.00
NJ,1978.75,52035.00
NJ,1979.00,54532.00
NJ,1979.25,57227.00
NJ,1979.50,59973.00
NJ,1979.75,62688.00
NJ,1980.00,65253.00
NJ,1980.25,67571.00
NJ,1980.50,69518.00
NJ,1980.75,71134.00
NJ,1981.00,72549.00
NJ,1981.25,73808.00
NJ,1981.50,74972.00
NJ,1981.75,76067.00
NJ,1982.00,77086.00
NJ,1982.25,78018.00
NJ,1982.50,78796.00
NJ,1982.75,79490.00
NJ,1983.00,80326.00
NJ,1983.25,81583.00
NJ,1983.50,83403.00
NJ,1983.75,85752.00
NJ,1984.00,88543.00
NJ,1984.25,91708.00
NJ,1984.50,95186.00
NJ,1984.75,98870.00
NJ,1985.00,102750.00
NJ,1985.25,106955.00
NJ,1985.50,111641.00
NJ,1985.75,116907.00
NJ,1986.00,122843.00
NJ,1986.25,129527.00
NJ,1986.50,136992.00
NJ,1986.75,145068.00
NJ,1987.00,153452.00
NJ,1987.25,161804.00
NJ,1987.50,169727.00
NJ,1987.75,176836.00
NJ,1988.00,182887.00
NJ,1988.25,187811.00
NJ,1988.50,191575.00
NJ,1988.75,194176.00
NJ,1989.00,195816.00
NJ,1989.25,196762.00
NJ,1989.50,197210.00
NJ,1989.75,197211.00
NJ,1990.00,196682.00
NJ,1990.25,195565.00
NJ,1990.50,194032.00
NJ,1990.75,191409.00
NJ,1991.00,189036.00
NJ,1991.25,187175.00
NJ,1991.50,185927.00
NJ,1991.75,185307.00
NJ,1992.00,185217.00
NJ,1992.25,185423.00
NJ,1992.50,185666.00
NJ,1992.75,185905.00
NJ,1993.00,186118.00
NJ,1993.25,186280.00
NJ,1993.50,186463.00
NJ,1993.75,186644.00
NJ,1994.00,186788.00
NJ,1994.25,186802.00
NJ,1994.50,186633.00
NJ,1994.75,186315.00
NJ,1995.00,185915.00
NJ,1995.25,185542.00
NJ,1995.50,185251.00
NJ,1995.75,185071.00
NJ,1996.00,184968.00
NJ,1996.25,184954.00
NJ,1996.50,185026.00
NJ,1996.75,185167.00
NJ,1997.00,185442.00
NJ,1997.25,185928.00
NJ,1997.50,186704.00
NJ,1997.75,187812.00
NJ,1998.00,189281.00
NJ,1998.25,191051.00
NJ,1998.50,193084.00
NJ,1998.75,195409.00
NJ,1999.00,198093.00
NJ,1999.25,201227.00
NJ,1999.50,204828.00
NJ,1999.75,208855.00
NJ,2000.00,213262.00
NJ,2000.25,218060.00
NJ,2000.50,223232.00
NJ,2000.75,228788.00
NJ,2001.00,234760.00
NJ,2001.25,241123.00
NJ,2001.50,247915.00
NJ,2001.75,255249.00
NJ,2002.00,263129.00
NJ,2002.25,271590.00
NJ,2002.50,280590.00
NJ,2002.75,289943.00
NJ,2003.00,299453.00
NJ,2003.25,309056.00
NJ,2003.50,318929.00
NJ,2003.75,329202.00
NJ,2004.00,340032.00
NJ,2004.25,351482.00
NJ,2004.50,363516.00
NJ,2004.75,376000.00
NJ,2005.00,388692.00
NJ,2005.25,401197.00
NJ,2005.50,413004.00
NJ,2005.75,423470.00
NJ,2006.00,431876.00
NJ,2006.25,437807.00
NJ,2006.50,441200.00
NJ,2006.75,442293.00
NJ,2007.00,441578.00
NJ,2007.25,439387.00
NJ,2007.50,435738.00
NJ,2007.75,430648.00
NJ,2008.00,424313.00
NJ,2008.25,416914.00
NJ,2008.50,408950.00
NJ,2008.75,401052.00
NJ,2009.00,393730.00
NJ,2009.25,387273.00
NJ,2009.50,381687.00
NJ,2009.75,377094.00
NJ,2010.00,373325.00
NJ,2010.25,369974.00
NJ,2010.50,366419.00
NJ,2010.75,362424.00
NJ,2011.00,357971.00
NJ,2011.25,353164.00
NJ,2011.50,348501.00
NJ,2011.75,344486.00
NJ,2012.00,341336.00
NJ,2012.25,339245.00
NJ,2012.50,338248.00
NJ,2012.75,338227.00
NJ,2013.00,339095.00
NJ,2013.25,340671.00
NJ,2013.50,342658.00
NJ,2013.75,344717.00
NJ,2014.00,346729.00
NJ,2014.25,348717.00
NJ,2014.50,350626.00
NJ,2014.75,352274.00
NJ,2015.00,353730.00
NJ,2015.25,354994.00
NJ,2015.50,356089.00
NJ,2015.75,357222.00
NJ,2016.00,358290.00
NJ,2016.25,359279.00
NM,1975.25,26064.00
NM,1975.50,26573.00
NM,1975.75,27071.00
NM,1976.00,27632.00
NM,1976.25,28382.00
NM,1976.50,29305.00
NM,1976.75,30370.00
NM,1977.00,31545.00
NM,1977.25,32798.00
NM,1977.50,34054.00
NM,1977.75,35315.00
NM,1978.00,36577.00
NM,1978.25,37864.00
NM,1978.50,39243.00
NM,1978.75,40761.00
NM,1979.00,42395.00
NM,1979.25,44087.00
NM,1979.50,45714.00
NM,1979.75,47207.00
NM,1980.00,48562.00
NM,1980.25,49827.00
NM,1980.50,51062.00
NM,1980.75,52477.00
NM,1981.00,54157.00
NM,1981.25,56089.00
NM,1981.50,58311.00
NM,1981.75,60611.00
NM,1982.00,62845.00
NM,1982.25,64893.00
NM,1982.50,66622.00
NM,1982.75,67899.00
NM,1983.00,68621.00
NM,1983.25,68970.00
NM,1983.50,68996.00
NM,1983.75,69001.00
NM,1984.00,69097.00
NM,1984.25,69302.00
NM,1984.50,69681.00
NM,1984.75,70291.00
NM,1985.00,71011.00
NM,1985.25,71783.00
NM,1985.50,72639.00
NM,1985.75,73589.00
NM,1986.00,74606.00
NM,1986.25,75663.00
NM,1986.50,76677.00
NM,1986.75,77552.00
NM,1987.00,78265.00
NM,1987.25,78777.00
NM,1987.50,79056.00
NM,1987.75,79164.00
NM,1988.00,79213.00
NM,1988.25,79302.00
NM,1988.50,79488.00
NM,1988.75,79813.00
NM,1989.00,80270.00
NM,1989.25,80892.00
NM,1989.50,81651.00
NM,1989.75,82481.00
NM,1990.00,83273.00
NM,1990.25,83985.00
NM,1990.50,84714.00
NM,1990.75,85248.00
NM,1991.00,85858.00
NM,1991.25,86588.00
NM,1991.50,87479.00
NM,1991.75,88568.00
NM,1992.00,89890.00
NM,1992.25,91387.00
NM,1992.50,92996.00
NM,1992.75,94785.00
NM,1993.00,96801.00
NM,1993.25,99071.00
NM,1993.50,101609.00
NM,1993.75,104350.00
NM,1994.00,107229.00
NM,1994.25,110149.00
NM,1994.50,112939.00
NM,1994.75,115522.00
NM,1995.00,117786.00
NM,1995.25,119665.00
NM,1995.50,121202.00
NM,1995.75,122423.00
NM,1996.00,123362.00
NM,1996.25,124114.00
NM,1996.50,124738.00
NM,1996.75,125253.00
NM,1997.00,125717.00
NM,1997.25,126171.00
NM,1997.50,126609.00
NM,1997.75,127050.00
NM,1998.00,127603.00
NM,1998.25,128333.00
NM,1998.50,129246.00
NM,1998.75,130282.00
NM,1999.00,131329.00
NM,1999.25,132287.00
NM,1999.50,133136.00
NM,1999.75,133922.00
NM,2000.00,134640.00
NM,2000.25,135277.00
NM,2000.50,135929.00
NM,2000.75,136695.00
NM,2001.00,137654.00
NM,2001.25,138854.00
NM,2001.50,140207.00
NM,2001.75,141707.00
NM,2002.00,143394.00
NM,2002.25,145344.00
NM,2002.50,147549.00
NM,2002.75,149926.00
NM,2003.00,152440.00
NM,2003.25,155072.00
NM,2003.50,157881.00
NM,2003.75,160933.00
NM,2004.00,164267.00
NM,2004.25,167937.00
NM,2004.50,172042.00
NM,2004.75,176699.00
NM,2005.00,182024.00
NM,2005.25,188089.00
NM,2005.50,194801.00
NM,2005.75,201963.00
NM,2006.00,209262.00
NM,2006.25,216354.00
NM,2006.50,222932.00
NM,2006.75,228669.00
NM,2007.00,233311.00
NM,2007.25,236688.00
NM,2007.50,238738.00
NM,2007.75,239505.00
NM,2008.00,239192.00
NM,2008.25,238028.00
NM,2008.50,236120.00
NM,2008.75,233717.00
NM,2009.00,231074.00
NM,2009.25,228479.00
NM,2009.50,226212.00
NM,2009.75,224098.00
NM,2010.00,222033.00
NM,2010.25,219742.00
NM,2010.50,217164.00
NM,2010.75,214526.00
NM,2011.00,212025.00
NM,2011.25,209846.00
NM,2011.50,208200.00
NM,2011.75,207286.00
NM,2012.00,207065.00
NM,2012.25,207497.00
NM,2012.50,208451.00
NM,2012.75,209674.00
NM,2013.00,211125.00
NM,2013.25,212792.00
NM,2013.50,214519.00
NM,2013.75,216215.00
NM,2014.00,217865.00
NM,2014.25,219467.00
NM,2014.50,221106.00
NM,2014.75,222846.00
NM,2015.00,224742.00
NM,2015.25,226628.00
NM,2015.50,228569.00
NM,2015.75,230356.00
NM,2016.00,231865.00
NM,2016.25,233272.00
NY,1975.25,36874.00
NY,1975.50,36737.00
NY,1975.75,36624.00
NY,1976.00,36497.00
NY,1976.25,36384.00
NY,1976.50,36453.00
NY,1976.75,36771.00
NY,1977.00,37350.00
NY,1977.25,38180.00
NY,1977.50,39125.00
NY,1977.75,40012.00
NY,1978.00,40822.00
NY,1978.25,41577.00
NY,1978.50,42365.00
NY,1978.75,43241.00
NY,1979.00,44368.00
NY,1979.25,45754.00
NY,1979.50,47177.00
NY,1979.75,48644.00
NY,1980.00,50242.00
NY,1980.25,51959.00
NY,1980.50,53715.00
NY,1980.75,55298.00
NY,1981.00,56572.00
NY,1981.25,57711.00
NY,1981.50,58934.00
NY,1981.75,60460.00
NY,1982.00,62207.00
NY,1982.25,64047.00
NY,1982.50,65594.00
NY,1982.75,66803.00
NY,1983.00,68048.00
NY,1983.25,69563.00
NY,1983.50,71550.00
NY,1983.75,74061.00
NY,1984.00,77006.00
NY,1984.25,80224.00
NY,1984.50,83679.00
NY,1984.75,87360.00
NY,1985.00,91276.00
NY,1985.25,95423.00
NY,1985.50,99801.00
NY,1985.75,104407.00
NY,1986.00,109274.00
NY,1986.25,114448.00
NY,1986.50,119924.00
NY,1986.75,125616.00
NY,1987.00,131389.00
NY,1987.25,137071.00
NY,1987.50,142480.00
NY,1987.75,147413.00
NY,1988.00,151641.00
NY,1988.25,155115.00
NY,1988.50,157816.00
NY,1988.75,159820.00
NY,1989.00,161266.00
NY,1989.25,162319.00
NY,1989.50,163129.00
NY,1989.75,163762.00
NY,1990.00,164137.00
NY,1990.25,164189.00
NY,1990.50,163936.00
NY,1990.75,162929.00
NY,1991.00,161923.00
NY,1991.25,161094.00
NY,1991.50,160546.00
NY,1991.75,160377.00
NY,1992.00,160536.00
NY,1992.25,160859.00
NY,1992.50,161163.00
NY,1992.75,161424.00
NY,1993.00,161566.00
NY,1993.25,161479.00
NY,1993.50,161251.00
NY,1993.75,160865.00
NY,1994.00,160374.00
NY,1994.25,159818.00
NY,1994.50,159250.00
NY,1994.75,158711.00
NY,1995.00,158261.00
NY,1995.25,157963.00
NY,1995.50,157803.00
NY,1995.75,157743.00
NY,1996.00,157756.00
NY,1996.25,157849.00
NY,1996.50,157938.00
NY,1996.75,158091.00
NY,1997.00,158371.00
NY,1997.25,158848.00
NY,1997.50,159563.00
NY,1997.75,160540.00
NY,1998.00,161867.00
NY,1998.25,163618.00
NY,1998.50,165819.00
NY,1998.75,168414.00
NY,1999.00,171338.00
NY,1999.25,174568.00
NY,1999.50,178094.00
NY,1999.75,181869.00
NY,2000.00,185845.00
NY,2000.25,190001.00
NY,2000.50,194331.00
NY,2000.75,198876.00
NY,2001.00,203640.00
NY,2001.25,208627.00
NY,2001.50,213897.00
NY,2001.75,219493.00
NY,2002.00,225435.00
NY,2002.25,231725.00
NY,2002.50,238316.00
NY,2002.75,245141.00
NY,2003.00,252132.00
NY,2003.25,259280.00
NY,2003.50,266487.00
NY,2003.75,273876.00
NY,2004.00,281417.00
NY,2004.25,288987.00
NY,2004.50,296487.00
NY,2004.75,303861.00
NY,2005.00,311074.00
NY,2005.25,317928.00
NY,2005.50,324279.00
NY,2005.75,329999.00
NY,2006.00,334696.00
NY,2006.25,338232.00
NY,2006.50,340611.00
NY,2006.75,342027.00
NY,2007.00,342836.00
NY,2007.25,343195.00
NY,2007.50,343125.00
NY,2007.75,342456.00
NY,2008.00,341140.00
NY,2008.25,339195.00
NY,2008.50,336718.00
NY,2008.75,333892.00
NY,2009.00,330929.00
NY,2009.25,328243.00
NY,2009.50,326015.00
NY,2009.75,324357.00
NY,2010.00,323108.00
NY,2010.25,321987.00
NY,2010.50,320793.00
NY,2010.75,319386.00
NY,2011.00,317744.00
NY,2011.25,315900.00
NY,2011.50,314210.00
NY,2011.75,312834.00
NY,2012.00,311942.00
NY,2012.25,311677.00
NY,2012.50,311961.00
NY,2012.75,312702.00
NY,2013.00,313876.00
NY,2013.25,315455.00
NY,2013.50,317260.00
NY,2013.75,319166.00
NY,2014.00,321062.00
NY,2014.25,322899.00
NY,2014.50,324775.00
NY,2014.75,326734.00
NY,2015.00,328823.00
NY,2015.25,330960.00
NY,2015.50,333074.00
NY,2015.75,335105.00
NY,2016.00,336976.00
NY,2016.25,338762.00
NC,1975.25,25608.00
NC,1975.50,26045.00
NC,1975.75,26474.00
NC,1976.00,26877.00
NC,1976.25,27244.00
NC,1976.50,27637.00
NC,1976.75,28114.00
NC,1977.00,28707.00
NC,1977.25,29423.00
NC,1977.50,30261.00
NC,1977.75,31232.00
NC,1978.00,32285.00
NC,1978.25,33340.00
NC,1978.50,34380.00
NC,1978.75,35426.00
NC,1979.00,36477.00
NC,1979.25,37557.00
NC,1979.50,38642.00
NC,1979.75,39712.00
NC,1980.00,40706.00
NC,1980.25,41622.00
NC,1980.50,42456.00
NC,1980.75,43268.00
NC,1981.00,44047.00
NC,1981.25,44767.00
NC,1981.50,45396.00
NC,1981.75,45945.00
NC,1982.00,46484.00
NC,1982.25,47091.00
NC,1982.50,47751.00
NC,1982.75,48428.00
NC,1983.00,49127.00
NC,1983.25,49850.00
NC,1983.50,50626.00
NC,1983.75,51529.00
NC,1984.00,52565.00
NC,1984.25,53727.00
NC,1984.50,54981.00
NC,1984.75,56270.00
NC,1985.00,57615.00
NC,1985.25,58994.00
NC,1985.50,60375.00
NC,1985.75,61734.00
NC,1986.00,63056.00
NC,1986.25,64357.00
NC,1986.50,65668.00
NC,1986.75,66990.00
NC,1987.00,68309.00
NC,1987.25,69611.00
NC,1987.50,70869.00
NC,1987.75,72075.00
NC,1988.00,73220.00
NC,1988.25,74318.00
NC,1988.50,75377.00
NC,1988.75,76378.00
NC,1989.00,77321.00
NC,1989.25,78229.00
NC,1989.50,79127.00
NC,1989.75,80011.00
NC,1990.00,80839.00
NC,1990.25,81611.00
NC,1990.50,82342.00
NC,1990.75,83017.00
NC,1991.00,83662.00
NC,1991.25,84304.00
NC,1991.50,84965.00
NC,1991.75,85686.00
NC,1992.00,86507.00
NC,1992.25,87402.00
NC,1992.50,88349.00
NC,1992.75,89358.00
NC,1993.00,90423.00
NC,1993.25,91563.00
NC,1993.50,92835.00
NC,1993.75,94233.00
NC,1994.00,95757.00
NC,1994.25,97391.00
NC,1994.50,99098.00
NC,1994.75,100821.00
NC,1995.00,102517.00
NC,1995.25,104171.00
NC,1995.50,105804.00
NC,1995.75,107457.00
NC,1996.00,109145.00
NC,1996.25,110862.00
NC,1996.50,112580.00
NC,1996.75,114295.00
NC,1997.00,115996.00
NC,1997.25,117702.00
NC,1997.50,119407.00
NC,1997.75,121103.00
NC,1998.00,122823.00
NC,1998.25,124573.00
NC,1998.50,126377.00
NC,1998.75,128237.00
NC,1999.00,130146.00
NC,1999.25,132090.00
NC,1999.50,134056.00
NC,1999.75,136020.00
NC,2000.00,137977.00
NC,2000.25,139920.00
NC,2000.50,141870.00
NC,2000.75,143799.00
NC,2001.00,145665.00
NC,2001.25,147446.00
NC,2001.50,149137.00
NC,2001.75,150780.00
NC,2002.00,152433.00
NC,2002.25,154151.00
NC,2002.50,155939.00
NC,2002.75,157791.00
NC,2003.00,159679.00
NC,2003.25,161601.00
NC,2003.50,163591.00
NC,2003.75,165720.00
NC,2004.00,168081.00
NC,2004.25,170747.00
NC,2004.50,173753.00
NC,2004.75,177059.00
NC,2005.00,180695.00
NC,2005.25,184649.00
NC,2005.50,188893.00
NC,2005.75,193427.00
NC,2006.00,198177.00
NC,2006.25,202995.00
NC,2006.50,207726.00
NC,2006.75,212261.00
NC,2007.00,216409.00
NC,2007.25,219949.00
NC,2007.50,222741.00
NC,2007.75,224755.00
NC,2008.00,225957.00
NC,2008.25,226457.00
NC,2008.50,226345.00
NC,2008.75,225714.00
NC,2009.00,224862.00
NC,2009.25,223976.00
NC,2009.50,222751.00
NC,2009.75,221230.00
NC,2010.00,219473.00
NC,2010.25,217588.00
NC,2010.50,215696.00
NC,2010.75,213837.00
NC,2011.00,212164.00
NC,2011.25,210713.00
NC,2011.50,209910.00
NC,2011.75,209883.00
NC,2012.00,210523.00
NC,2012.25,211750.00
NC,2012.50,213596.00
NC,2012.75,216056.00
NC,2013.00,219062.00
NC,2013.25,222503.00
NC,2013.50,226052.00
NC,2013.75,229566.00
NC,2014.00,232979.00
NC,2014.25,236337.00
NC,2014.50,239879.00
NC,2014.75,243648.00
NC,2015.00,247817.00
NC,2015.25,252367.00
NC,2015.50,257110.00
NC,2015.75,261957.00
NC,2016.00,266826.00
NC,2016.25,271751.00
ND,1975.25,21527.00
ND,1975.50,21800.00
ND,1975.75,22219.00
ND,1976.00,22785.00
ND,1976.25,23512.00
ND,1976.50,24285.00
ND,1976.75,25116.00
ND,1977.00,26051.00
ND,1977.25,27009.00
ND,1977.50,27857.00
ND,1977.75,28544.00
ND,1978.00,29222.00
ND,1978.25,30027.00
ND,1978.50,30917.00
ND,1978.75,31986.00
ND,1979.00,33172.00
ND,1979.25,34452.00
ND,1979.50,35584.00
ND,1979.75,36495.00
ND,1980.00,37234.00
ND,1980.25,37814.00
ND,1980.50,38261.00
ND,1980.75,38548.00
ND,1981.00,38885.00
ND,1981.25,39407.00
ND,1981.50,39878.00
ND,1981.75,39984.00
ND,1982.00,39307.00
ND,1982.25,38004.00
ND,1982.50,36624.00
ND,1982.75,35944.00
ND,1983.00,36389.00
ND,1983.25,37648.00
ND,1983.50,39272.00
ND,1983.75,41009.00
ND,1984.00,42959.00
ND,1984.25,44651.00
ND,1984.50,45778.00
ND,1984.75,46392.00
ND,1985.00,46640.00
ND,1985.25,46779.00
ND,1985.50,46933.00
ND,1985.75,47141.00
ND,1986.00,47373.00
ND,1986.25,47662.00
ND,1986.50,47922.00
ND,1986.75,48135.00
